apk_name,valid_signature,source_stamp,signing_schemes_v1,signing_schemes_v2,signing_schemes_v3,signing_schemes_v4,cert_sha256s
hdfc.apk,True,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,False,False,True,False,82b9061e55cc897c167538138dbe69f9b2bfd92d1abd42cecc166aa42b321fd9
